id;a-10a;A-10C;A-10C II;A-10C II_easy;A-10C_easy;A-4E-C;AJS37;AV8BNA;Bf-109K-4;Bf-109K-4_easy;C-101CC;C-101EB;Christen Eagle II;Default;F-14;F-14_RIO;F-15C;F-16C_50;F-16C_50_easy;F-5E-3;F-5E-3_easy;F-86F;F-86F_easy;FA-18C_hornet;FA-18C_hornet_easy;FW-190A8;FW-190A8_easy;FW-190D9;FW-190D9_easy;ground_unit;I-16;J-11A;JF-17;ka-50;ka-50_easy;L-39C;L-39ZA;M-2000C;mi-8mt;mi-8mt_easy;mi-8mt_Gunner;mi-8mt_TrackIR_Gunner;MiG-15bis;MiG-15bis_easy;MiG-19P;MiG-19P_easy;MiG-21Bis;mig-29;mig-29c;mig-29g;NS430;P-47D-30;P-47D-30_easy;P-51D-30-NA;P-51D-30-NA_easy;SA342;SpitfireLFMkIX;SpitfireLFMkIXCW;SpitfireLFMkIX_easy;su-25;su-25T;su-27;su-33;TF-51D;TF-51D_easy;UH-1H;UH-1H_easy;UH-1H_Gunner;UH-1H_TrackIR_Gunner;UiLayer;Yak-52;Yak-52_easy
d82pnilunilcdnilvdnilvpnilvunil;;Jettison Weapons;Jettison Weapons;Jettison Weapons;Jettison Weapons;;;Jettison Pushbutton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rockets Jettison;;;;;;;;;;;;;;;;;;;;;;;;;;;
d1039pnilu1040cdnilvdnilvpnilvunil;;Throttle Right Down;Throttle Right Down;Throttle Right Down;Throttle Right Down;;;;;;;;;;;;;;;Throttle Smoothly (Right) - Decrease;;;;Throttle Smoothly (Right) - Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d1038pnilu1040cdnilvdnilvpnilvunil;;Throttle Right Up;Throttle Right Up;Throttle Right Up;Throttle Right Up;;;;;;;;;;;;;;;Throttle Smoothly (Right) - Increase;;;;Throttle Smoothly (Right) - Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d1219pnilunilcdnilvdnilvpnilvunil;;UHF Dial MAIN;UHF Dial MAIN;;;;;UHF RCU-8150 Ancillary Mode Pointer;;;;;;;;;;UHF Function Knob - MAIN;;UHF Radio Function Selector Switch - MAIN;;;;;;;;;;;;;;;;;;;;;;;;;Radio Squelch Switch;;;;;;;;;;;;;;;;;;;;;;;;;;;
d1673pnilunilcdnilvdnilvpnilvunil;;;;;;Chat show/hide;;;;;;;;Chat show/hide;;;;;Chat show/hide;;;;;;Chat show/hide;;;;;;;;;;;;;;;;;;;;;Chat show/hide;;;;;;;;;;;;;;;;;;;;;;;;Chat show/hide;;
d57pnilunilcdnilvdnilvpnilvunil;;;;;;Multiplayer chat - mode All;;;;;Multiplayer chat - mode All;;;;Multiplayer chat - mode All;Multiplayer chat - mode All;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Multiplayer chat - mode All;;;;;;;;;;;;;;Multiplayer chat - mode All;;
d50pnilunilcdnilvdnilvpnilvunil;;;;;;Multiplayer chat - mode Allies;;;;;Multiplayer chat - mode Allies;;;;Multiplayer chat - mode Allies;Multiplayer chat - mode Allies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Multiplayer chat - mode Allies;;;;;;;;;;;;;;Multiplayer chat - mode Allies;;
d3002pnilunilcd32vd1vpnilvunil;;;;;;;IK (IFF) Code Up;;;;;;;;;;;JMR Source Switch - ON;;;;Kneeboard Previous Page;;;;;;;;;;;;;;;;;VK-53 Power Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Previous Page;Kneeboard Previous Page
d3001pnilunilcd32vd1vpnilvunil;;;;;;;IK (IFF) On/Off;;;;;;;;;;;RWR Source Switch - ON;;;;Kneeboard Next Page;;;;;;;;;;;;;;;;;VK-53 Power Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Next Page;Kneeboard Next Page
d3016pnilu3016cd12vd1vpnilvu0;;;;;;;Navigation panel Waypoint B6;;;;;;;;;;;;;;;;;Engine Crank Switch - RIGHT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stick lock in the Neutral Position;Stick lock in the Neutral Position;;;;;;;;;Stick lock in the Neutral Position;Stick lock in the Neutral Position;;;;;;;
d3078pnilunilcd1vd1vpnilvunil;;;;;;;;;Battery ON;Battery ON;CB VOR AC - OUT;;;;;;;;;;;CB Sight Heater Switch - ON/OFF;;;;Circuit Breakers Aft Cover (toggle);Circuit Breakers Aft Cover (toggle);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3003pnilunilcd1vd0vpnilvunil;;;;;;;;;Ignition OFF;Ignition OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Battery 1 Switch - OFF;;;;;;;;;;;;;;;Gunsight mode FIXED;Gunsight mode FIXED;Sun glass On/Off;;;;;;;;;;;;;;;;
d3069pnilunilcd1vd1vpnilvunil;;;;;;;;;Magnetos (prev. set);Magnetos (prev. set);CB Oxygen System and Hydraulic System Pressure Indicators - OUT;CB Oxygen System and Hydraulic System Pressure Indicators - OUT;;;;;;;;;;CB Bus Tie-In Control Switch - ON/OFF;;;;;;;;;Mech sight ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3036pnilunilcd1vd1vpnilvunil;;;;;;;;;MW 50 Boost System ON;MW 50 Boost System ON;;;;;;;;;;;;CB Engine Master Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pitot Heating (toggle);Pitot Heating (toggle);Pitot Heating (toggle);;;;;;;;;;;;;
d3006pnilunilcd1vd0vpnilvunil;;;;;;;;;Nav. Lights OFF;Nav. Lights OFF;DC Bus Tie - OFF;DC Bus Tie - OFF;;;;;;;;;;Generator Switch Cover - CLOSE;;;;;;;;;;;;;;;;;Rectifier 3 Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3012pnilunilcd1vd0vpnilvunil;;;;;;;;;Pitot / Windscreen Heating OFF;Pitot / Windscreen Heating OFF;CAWS Panel - BRIGHT;CAWS Panel - BRIGHT;;;;;;;;;;CB Bomb Sel Switch - OFF;;;;;;;;;;;;;;;;;115V Inverter Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3019pnilunilcd1vd1vpnilvunil;;;;;;;;;Radio Transceiver (toggle);Radio Transceiver (toggle);;;;;;;;;;;;CB Aileron and Horizontal Stabilizer Trim Switch - ON;;;;CB Drop Tank Fuel Pump On;CB Drop Tank Fuel Pump On;;;;;;;;;;;;Net on Rectifier Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3002unilcd3vdnilvp-1vunil;;;;;;;;;SZKK 3 LH Ammo Counter DECREASE;SZKK 3 LH Ammo Counter DECREASE;;;;;;;;;;;;;;;;Canopy Opening;Canopy Opening;Canopy Opening;Canopy Opening;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp3002unilcd3vdnilvp1vunil;;;;;;;;;SZKK 3 LH Ammo Counter INCREASE;SZKK 3 LH Ammo Counter INCREASE;;;;;;;;;;;;;;;;Canopy Closing;Canopy Closing;Canopy Closing;Canopy Closing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3021pnilunilcd4vd1vpnilvunil;;;;;;;;;Tail Wheel Lock LOCKED;Tail Wheel Lock LOCKED;;;;;;;;;;Right Fuel Shutoff Switch Cover - OPEN/CLOSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;I.F.F. Cover OPEN;I.F.F. Cover OPEN;I.F.F. Cover OPEN;;;;;;;;;;;;;
d3035pnilunilcd1vd1vpnilvunil;;;;;;;;;Wing Cannons (toggle);Wing Cannons (toggle);;;;;;;;;;;;CB AN/ARN-6 Radio Compass Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pitot Heating ON;Pitot Heating ON;Pitot Heating ON;;;;;;;;;;;;;
d3051pnilunilcd1vd1vpnilvunil;;;;;;;;;;;Fuel Transfer Center 1 AUT;Fuel Transfer Center 1 AUT;;;;;;;;;;Engine Master Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Canopy OPEN;Canopy OPEN;Canopy OPEN;;;;;;;;;;;;;
d3005pnilu3005cd1vd1vpnilvu0;;;;;;;;;;;Right Battery Isolation Switch;Right Battery Isolation Switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Night Vision Goggles On/Off;Show Fuel Contents;Show Fuel Contents;Show Fuel Contents;;;;;;;;;;;;;
d3001pnilunilcd6vd1vpnilvunil;;;;;;;;;;;;;Fuel valve open;;;;;EPU Switch Cover for ON - OPEN;;;;;;Internal Wing Tank Fuel Control Switch - INHIBIT;;;;;;;;;;;;;;;;;;;Kneeboard Next Page;Kneeboard Next Page;Kneeboard Next Page;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3006pnilu3006cd12vd1vpnilvu0;;;;;;;;;;;;;;;Hydraulic Hand Pump;;;;;;;;;Fire and Bleed Air Test Switch - TEST A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wheel brake Parking;Wheel brake Parking;;;;;;;;;Wheel brake Parking;Wheel brake Parking;;;;;;;
d3002pnilunilcd12vd0vpnilvunil;;;;;;;;;;;;;;;Hydraulic Transfer Pump Switch Cover CLOSE;;;;;;;;;;;;;;;;;;;;;;;;Main Bomb Switch - OFF;;;;;;;;;;;;;;;Flaps Down;Flaps Down;;;;;;;;;Flaps Down;Flaps Down;;;;;;;
d3006pnilunilcd61vd0vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  1;Kneeboard Jump To Shortcut  1;Kneeboard Jump To Shortcut  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  1;Kneeboard Jump To Shortcut  1;Kneeboard Jump To Shortcut  1;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd1vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  2;Kneeboard Jump To Shortcut  2;Kneeboard Jump To Shortcut  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  2;Kneeboard Jump To Shortcut  2;Kneeboard Jump To Shortcut  2;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd2vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  3;Kneeboard Jump To Shortcut  3;Kneeboard Jump To Shortcut  3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  3;Kneeboard Jump To Shortcut  3;Kneeboard Jump To Shortcut  3;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd3vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  4;Kneeboard Jump To Shortcut  4;Kneeboard Jump To Shortcut  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  4;Kneeboard Jump To Shortcut  4;Kneeboard Jump To Shortcut  4;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd4vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  5;Kneeboard Jump To Shortcut  5;Kneeboard Jump To Shortcut  5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  5;Kneeboard Jump To Shortcut  5;Kneeboard Jump To Shortcut  5;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd5vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  6;Kneeboard Jump To Shortcut  6;Kneeboard Jump To Shortcut  6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  6;Kneeboard Jump To Shortcut  6;Kneeboard Jump To Shortcut  6;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd6vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  7;Kneeboard Jump To Shortcut  7;Kneeboard Jump To Shortcut  7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  7;Kneeboard Jump To Shortcut  7;Kneeboard Jump To Shortcut  7;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd7vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  8;Kneeboard Jump To Shortcut  8;Kneeboard Jump To Shortcut  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  8;Kneeboard Jump To Shortcut  8;Kneeboard Jump To Shortcut  8;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd8vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  9;Kneeboard Jump To Shortcut  9;Kneeboard Jump To Shortcut  9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut  9;Kneeboard Jump To Shortcut  9;Kneeboard Jump To Shortcut  9;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd61vd9vpnilvunil;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut 10;Kneeboard Jump To Shortcut 10;Kneeboard Jump To Shortcut 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Jump To Shortcut 10;Kneeboard Jump To Shortcut 10;Kneeboard Jump To Shortcut 10;;;;;;;;;;;;;;;;;;;;;;
d3004pnilunilcd61vd1vpnilvunil;;;;;;;;;;;;;;;Kneeboard Make Shortcut;Kneeboard Make Shortcut;Kneeboard Make Shortcut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Make Shortcut;Kneeboard Make Shortcut;Kneeboard Make Shortcut;;;;;;;;;;;;;;;;;;;;;;
d3005pnilunilcd61vd1vpnilvunil;;;;;;;;;;;;;;;Kneeboard Next Shortcut;Kneeboard Next Shortcut;Kneeboard Next Shortcut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Next Shortcut;Kneeboard Next Shortcut;Kneeboard Next Shortcut;;;;;;;;;;;;;;;;;;;;;;
d3005pnilunilcd61vd-1vpnilvunil;;;;;;;;;;;;;;;Kneeboard Previous Shortcut;Kneeboard Previous Shortcut;Kneeboard Previous Shortcut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kneeboard Previous Shortcut;Kneeboard Previous Shortcut;Kneeboard Previous Shortcut;;;;;;;;;;;;;;;;;;;;;;
d3015pnilunilcd4vd1vpnilvunil;;;;;;;;;;;;;;;;;;AIR REFUEL Switch - OPEN/CLOSE;;Ext Fuel Cl Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rockets release control switch (rotary);Rockets release control switch (rotary);;;;;;;;;;;;;;;;Engine Instruments Circuit Breaker, ON;Engine Instruments Circuit Breaker, ON
d3004pnilunilcd39vd1vpnilvunil;;;;;;;;;;;;;;;;;;COMM 2 (VHF) Mode Knob - GD;;Kneeboard Make Shortcut;Kneeboard Make Shortcut;;;;;;;;;;;;;;;Full Pressure Failure Knob - CW;Full Pressure Failure Knob - CW;;Radio R-828 Squelch Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3007pnilunilcd8vd1vpnilvunil;;;;;;;;;;;;;;;;;;Diluter Lever - 100 percent/NORM;;;;;;;;Landing Gear Extending;Landing Gear Extending;Landing Gear Extending;Landing Gear Extending;;;;;;;;;;SPUU-52 Test Engage Button - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd6vd1vpnilvunil;;;;;;;;;;;;;;;;;;ENG CONT Switch - SEC;;;;;;External Centerline Tank Fuel Control Switch - Up;;Cold Start/Wind Screen Washer to the Right;Cold Start/Wind Screen Washer to the Right;Cold Start/Wind Screen Washer to the Right;Cold Start/Wind Screen Washer to the Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3002pnilunilcd6vd0vpnilvunil;;;;;;;;;;;;;;;;;;EPU Switch Cover for OFF - CLOSE;;;;;;Probe Control Switch - RETRACT;;Fuel Gauge Selector FWD;Fuel Gauge Selector FWD;Fuel Gauge Selector FWD;Fuel Gauge Selector FWD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3003pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;FLCS PWR TEST Switch - NORM;;;;;;Right Generator Control Switch - OFF;;;;;;;;;;;;;;;Right Engine EEC Switch - OFF;;;;;;;;;;;;;;;;;;Oxygen Valve CLOSE;Oxygen Valve CLOSE;Oxygen Valve CLOSE;;;;;;;;;;;;;
d3006pnilunilcd7vd1vpnilvunil;;;;;;;;;;;;;;;;;;HOOK Switch - UP;;Nose Strut Switch - EXTEND;Nose Strut Switch - EXTEND;;;Ejection Seat SAFE/ARMED Handle - SAFE;;;;;;;;;;;;;;;Right Attitude Indicator Power Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;Search light On;;;;;
d3005pnilunilcd2vd0vpnilvunil;;;;;;;;;;;;;;;;;;LE FLAPS Switch - AUTO;;Flap Lever - THUMB SW;;Speed Brake Switch - HOLD;Speed Brake Switch - HOLD;GAIN Switch Cover - CLOSE;;;;;;;;;;;;;;;Right Tank Pump Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3001pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;MAIN PWR Switch - BATT;;Battery Switch - OFF;;;;Battery Switch - OFF;;;;;;;;;;;;;;;Left Engine EEC Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ignition Control Switch REAR CABIN;Ignition Control Switch REAR CABIN
d3002pnilunilcd15vd1vpnilvunil;;;;;;;;;;;;;;;;;;RDR ALT Switch - Up;;Armament Position Selector Switch (LEFT OUTBD) - ON;;;;;;Radio Channel Selector CW;Radio Channel Selector CW;Radio Channel Selector CW;Radio Channel Selector CW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3006pnilunilcd8vd1vpnilvunil;;;;;;;;;;;;;;;;;;Supply Lever - Up;;;;;;;;Landing Gear Retraction Cover Up;Landing Gear Retraction Cover Up;Landing Gear Retraction Cover Up;Landing Gear Retraction Cover Up;;;;;;;;;;SPUU-52 Power Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3030pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB CABIN AIR VALVES - ON;;;;;;;;;;;;;;;;CB ASP-FKP (Gunsight and Gun Camera) Power Switch - ON;CB ASP-FKP (Gunsight and Gun Camera) Power Switch - ON;;Anti-Icing Mode Switch - MANUAL;;;;;;;;;;;;;Propeller Control AUTO / FIXED toggle;Propeller Control AUTO / FIXED toggle;;;;;;;;;;;;;;;;;;;
d3034pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB CAUTION & WARN LIGHTS-DIM - ON;;;;;;;;;;;;;;;;Missile/Bomb Release Selector Switch - PORT(Left);Missile/Bomb Release Selector Switch - PORT(Left);;Glass Heater Switch - MANUAL;;;;;;;;;;;;;Air Filter (toggle);Air Filter (toggle);;;;;;;;;;;;;;;;;;;
d3035pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;CB OXY QTY & CANOPY SEAL - OFF;;;;;;;;;;;;;;;;Arm/Safe Bombs Emergency Jettison Switch Cover - CLOSE;Arm/Safe Bombs Emergency Jettison Switch Cover - CLOSE;;Ice Detector Heater Switch - AUTO;;;;;;;;;;;;;Air Filter OFF;Air Filter OFF;;;;;;;;;;;;;;;;;;;
d3035pnilunilcd3vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;CB OXY QTY & CANOPY SEAL - ON;;;;;;;;;;;;;;;;Arm/Safe Bombs Emergency Jettison Switch Cover - OPEN;Arm/Safe Bombs Emergency Jettison Switch Cover - OPEN;;Ice Detector Heater Switch - MANUAL;;;;;;;;;;;;;Air Filter ON;Air Filter ON;;;;;;;;;;;;;;;;;;;
d3038pnilunilcd3vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;CB RIGHT AIM-9 POWER - OFF;;;;;;;;;;;;;;;;Emergency Jettison Switch - OFF;Emergency Jettison Outboard Stations Switch - OFF;;Left Pitot Heater Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Engine Start Button Cover, CLOSE;Engine Start Button Cover, CLOSE
dnilp3005unilcd11vdnilvp-1vunil;;;;;;;;;;;;;;;;;;;;Exterior Lights Nav Knob - CCW/Decrease;Exterior Lights Nav Knob - CCW/Decrease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Air Cold Decrease;Air Cold Decrease;;;;;;;;;Air Cold Decrease;Air Cold Decrease;;;;;;;
dnilp3005unilcd11vdnilvp1vunil;;;;;;;;;;;;;;;;;;;;Exterior Lights Nav Knob - CW/Increase;Exterior Lights Nav Knob - CW/Increase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Air Cold Increase;Air Cold Increase;;;;;;;;;Air Cold Increase;Air Cold Increase;;;;;;;
d3012pnilunilcd15vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;External Stores Selector - RIPL;;;;;;;;;;;;;;;;;;;Doppler Navigator Mode Switch - LAND;;;;;;;;;;;;;;;Fuel Booster OFF;Fuel Booster OFF;;;;;;;;;Fuel Booster OFF;Fuel Booster OFF;;;;;;;
d3020pnilunilcd4vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Left Fuel Shutoff Switch Cover - OPEN/CLOSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;I.F.F. Circuit D (toggle);I.F.F. Circuit D (toggle);I.F.F. Circuit D (toggle);;;;;;;;;;;;SSKUA-1 Stall Warning System AoA Vane Heater Switch, ON;SSKUA-1 Stall Warning System AoA Vane Heater Switch, ON
d3005pnilunilcd8vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Oxygen Supply Lever - ON/OFF;;;;;;Landing Gear Retraction;Landing Gear Retraction;Landing Gear Retraction;Landing Gear Retraction;;;;;;;;;;SPUU-52 Power Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3009pnilunilcd4vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;Right Boost Pump Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ID Upward Lamp STEADY;ID Upward Lamp STEADY;ID Upward Lamp STEADY;;;;;;;;;;;;Ignition Switch, OFF;Ignition Switch, OFF
d3019pnilunilcd4vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;Right Boost Pump Switch - ON/OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;I.F.F. Circuit D ON;I.F.F. Circuit D ON;I.F.F. Circuit D ON;;;;;;;;;;;;SSKUA-1 Stall Warning System AoA Vane Heater Switch, toggle;SSKUA-1 Stall Warning System AoA Vane Heater Switch, toggle
d3012pnilunilcd27vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;AN/ARN-6 CW-VOICE Switch - CW/VOICE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFF Code Increase;IFF Code Increase;Brightness + ;;;;;;;;IFF Code Increase;IFF Code Increase;;;;;;;
d3013pnilunilcd27vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;AN/ARN-6 Function Selector Switch - CW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFF Detonator Circuit On/Off;IFF Detonator Circuit On/Off;Brightness -;;;;;;;;IFF Detonator Circuit On/Off;IFF Detonator Circuit On/Off;;;;;;;
d757pnilu758cdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;Clock Elapsed Time Mechanism Button - START/STOP/RESET;;;;;;;;;;;;Mech clock. Right lever Down;;AChS-1 Cockpit Chronograph Right Knob - Push;AChS-1 Cockpit Chronograph Right Knob - Push;;Mech Clock Right Lever - Down;;;;AChS-1 Cockpit Chronograph Right Knob, Push;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp755unilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;Clock Set Mechanism Knob - CCW/Decrease;;;;;;;;;;;;Mech clock. Left lever turning left;;AChS-1 Cockpit Chronograph Left Knob - Rotate left;AChS-1 Cockpit Chronograph Left Knob - Rotate left;;Mech Clock Left Lever - CCW/Left;;;;AChS-1 Cockpit Chronograph Left Knob, Rotate left;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dnilp756unilcdnilvdnilvpnilvunil;;;;;;;;;;;;;;;;;;;;;;Clock Set Mechanism Knob - CW/Increase;;;;;;;;;;;;Mech clock. Left lever turning right;;AChS-1 Cockpit Chronograph Left Knob - Rotate right;AChS-1 Cockpit Chronograph Left Knob - Rotate right;;Mech Clock Left Lever - CW/Right;;;;AChS-1 Cockpit Chronograph Left Knob, Rotate right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3010pnilunilcd2vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;Emergency Landing Gear Release Handle - PULL;;Wing Fold Control Handle - PULL;;;;;;;;;;;;;;;Right Shutoff Valve Switch Cover - OPEN;;;;;;;;;;;;;;;;;;Mixture Control (toggle);Mixture Control (toggle);Mixture Control (toggle);;;;;;;;;;;;;
d3005pnilunilcd1vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;Generator Switch - ON;;;;CB Drop Ordnance & Optional Armament On;CB Drop Ordnance & Optional Armament On;CB Flaps, Trimmer, Artificial Horizon Power;CB Flaps, Trimmer, Artificial Horizon Power;;;;;;;;;;Rectifier 2 Switch - ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3004pnilunilcd2vd0vpnilvunil;;;;;;;;;;;;;;;;;;;;;;Hydraulic Pressure Gauge Selector Switch - NORMAL;;;;Magneto Switch OFF;Magneto Switch OFF;Magneto Switch OFF;Magneto Switch OFF;;;;;;;;;;Crossfeed Switch - OFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3013pnilunilcd2vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;Hydraulic Pressure Gauge Selector Switch - Up;;;;Governor Automation OFF;Governor Automation OFF;MBG Emergency Handle Pull;MBG Emergency Handle Pull;;;;;;;;;;Fuel Quantity Indicator Mode Selector Switch - CW/Right;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d3008pnilunilcd14vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;Oxygen Regulator Emergency Lever - RIGHT;;;;;;;;;;;;;;;;;GMC Power Switch - ON/OFF;;;;;;;;;;;;;;;Position lights wing BRIGHT;Position lights wing BRIGHT;;;;;;;;;Position lights wing BRIGHT;Position lights wing BRIGHT;;;;;;;
d3009pnilunilcd14vd1vpnilvunil;;;;;;;;;;;;;;;;;;;;;;Oxygen Regulator Emergency Lever - Right;;;;;;;;;;;;;;;;;GMC Hemisphere Switch - NORTH/SOUTH;;;;;;;;;;;;;;;Position light tail BRIGHT;Position light tail BRIGHT;;;;;;;;;Position light tail BRIGHT;Position light tail BRIGHT;;;;;;;
